Gene	Expression
MgIM767.12G018000	45.34475466462974
MgIM767.14G117500	45.34082800759055
MgIM767.08G168700	45.33042960216424
MgIM767.14G100500	45.32526431662563
MgIM767.02G178800	45.30798289296162
MgIM767.04G008000	45.29414497863375
MgIM767.02G153100	45.2793606675302
MgIM767.09G062300	45.27818346442617
MgIM767.04G028600	45.26578263290272
MgIM767.01G054300	45.26261365469535
MgIM767.08G217900	45.258706428712735
MgIM767.04G194500	45.22797721006392
MgIM767.03G063600	45.22224005258934
MgIM767.04G193000	45.20428327085416
MgIM767.06G088700	45.169193016267215
MgIM767.08G097600	45.08787613546696
MgIM767.05G055500	45.07579583545974
MgIM767.11G024000	45.0700908772284
MgIM767.05G041700	45.06523026770196
MgIM767.14G128000	45.01584027916888
MgIM767.03G123100	45.00404630676436
MgIM767.04G040400	44.97299424524596
MgIM767.06G178500	44.937725157281726
MgIM767.04G003300	44.93765669055937
MgIM767.01G110500	44.91466346750027
MgIM767.02G016600	44.88304428037659
MgIM767.08G012500	44.85213926599279
MgIM767.11G106700	44.83557800896288
MgIM767.13G010500	44.82103370465221
MgIM767.14G147600	44.819781244404254
MgIM767.02G021800	44.78216000297856
MgIM767.04G199600	44.74910117411061
MgIM767.06G017400	44.73626303182575
MgIM767.14G122900	44.731528582525634
MgIM767.04G003600	44.72081389070238
MgIM767.09G096700	44.71264508956335
MgIM767.14G200900	44.70750898655931
MgIM767.04G002100	44.70321478666984
MgIM767.14G259400	44.68326095914972
MgIM767.02G168800	44.66541893695423
MgIM767.08G186000	44.63674783925752
MgIM767.04G102100	44.62559591939307
MgIM767.14G094500	44.606792720888926
MgIM767.10G177200	44.57959638832316
MgIM767.08G023100	44.56943103877628
MgIM767.09G076200	44.55125167422175
MgIM767.08G011800	44.545313188088166
MgIM767.03G037400	44.541799321169655
MgIM767.13G148100	44.50453329239591
MgIM767.12G169400	44.48039009821875
MgIM767.13G012700	44.462747684572726
MgIM767.14G224900	44.39959744240226
MgIM767.08G134700	44.365808301226224
MgIM767.14G016500	44.33418006244388
MgIM767.14G222700	44.31352690076962
MgIM767.03G088800	44.30266347097438
MgIM767.07G007600	44.27445550148135
MgIM767.06G006700	44.27401999221168
MgIM767.01G111500	44.25406776010288
MgIM767.03G063500	44.226413537789945
MgIM767.12G153600	44.21504437234695
MgIM767.09G066800	44.20527263765874
MgIM767.10G032900	44.18546052301443
MgIM767.06G015500	44.14729270559554
MgIM767.06G182800	44.141968792587726
MgIM767.05G087200	44.121654063968826
MgIM767.11G001100	44.11255050320186
MgIM767.09G042900	44.108928052450885
MgIM767.14G231900	44.098595315766765
MgIM767.02G159400	44.08806575906706
MgIM767.03G043100	44.07519209569854
MgIM767.10G049000	44.07221569935371
MgIM767.02G015400	44.07135883610144
MgIM767.11G104300	44.05700437639957
MgIM767.03G018500	44.03424877021803
MgIM767.02G049000	44.03014537153305
MgIM767.14G141100	44.022614838865216
MgIM767.10G100000	43.97918493144096
MgIM767.02G055100	43.97773020460219
MgIM767.02G077600	43.97132538346034
MgIM767.04G057600	43.942834098171645
MgIM767.06G034100	43.92546683007531
MgIM767.13G137800	43.91855393406989
MgIM767.05G034900	43.87496778432774
MgIM767.13G044900	43.842159104709495
MgIM767.04G192900	43.838748619844615
MgIM767.10G099000	43.828945903354594
MgIM767.08G118700	43.81864608690282
MgIM767.11G050700	43.793858015882215
MgIM767.09G044900	43.77338868042966
MgIM767.06G137600	43.77202930476785
MgIM767.02G091800	43.71134908133872
MgIM767.05G053000	43.69499930092967
MgIM767.08G185600	43.69143715707639
MgIM767.12G105800	43.67300963953236
MgIM767.14G226900	43.6407968367531
MgIM767.09G007800	43.62994724092977
MgIM767.14G030800	43.61889357952077
MgIM767.14G074400	43.60910495158246
MgIM767.12G124500	43.60485630653215
MgIM767.08G206800	43.59983825455874
MgIM767.07G102500	43.59705279606443
MgIM767.11G085900	43.54905188628637
MgIM767.03G069400	43.54117361260366
MgIM767.06G142700	43.52014272224866
MgIM767.02G139500	43.51431812805031
MgIM767.01G107100	43.50867781757477
MgIM767.07G003100	43.50837221563589
MgIM767.10G026500	43.47850934730589
MgIM767.08G212400	43.41344797392021
MgIM767.02G030500	43.407764687693245
MgIM767.11G059500	43.40335123206464
MgIM767.12G076300	43.37852028012598
MgIM767.11G015300	43.322098710104505
MgIM767.01G097900	43.28210748482109
MgIM767.12G163400	43.26330355677206
MgIM767.08G026900	43.21344062854352
MgIM767.05G076900	43.16979120400415
MgIM767.10G085700	43.14944033279952
MgIM767.14G301800	43.142713024072485
MgIM767.14G175200	43.07336670738277
MgIM767.02G076300	43.04707640213028
MgIM767.14G196300	43.04121260760908
MgIM767.03G120100	43.02203289461447
MgIM767.06G028300	42.99483457556755
MgIM767.08G062400	42.978513025608585
MgIM767.13G175800	42.95308436342498
MgIM767.13G128700	42.9362455005144
MgIM767.01G052200	42.91095278369773
MgIM767.14G074200	42.909308172068926
MgIM767.11G055400	42.906466029901
MgIM767.02G008900	42.9020350153209
MgIM767.14G118600	42.90091398787981
MgIM767.02G077500	42.90075209140069
MgIM767.13G094800	42.86112119198919
MgIM767.14G124500	42.85778122577921
MgIM767.04G209600	42.85618694210473
MgIM767.04G160300	42.8308767381274
MgIM767.14G235700	42.8256613358616
MgIM767.14G028100	42.80399112512085
MgIM767.03G007600	42.79157074517392
MgIM767.11G134900	42.758901514981766
MgIM767.14G200500	42.75711695782099
MgIM767.04G117600	42.73967893223311
MgIM767.08G126100	42.71880745414328
MgIM767.12G114600	42.71825158731801
MgIM767.09G001900	42.71112627346808
MgIM767.04G093600	42.66509831427896
MgIM767.10G000100	42.66070620124991
MgIM767.12G003200	42.65676487708886
MgIM767.10G115700	42.64424693495908
MgIM767.07G028900	42.6410124156502
MgIM767.04G092000	42.55770559125152
MgIM767.06G084100	42.53509434578584
MgIM767.02G078600	42.52155578504016
MgIM767.10G056300	42.50803849173744
MgIM767.07G022700	42.50632718588262
MgIM767.14G052500	42.50466822203682
MgIM767.14G032400	42.50221011338442
MgIM767.10G116400	42.49321794286066
MgIM767.04G086900	42.4902873298125
MgIM767.14G228000	42.46223423295949
MgIM767.10G146100	42.46079030039854
MgIM767.13G167400	42.45954693922407
MgIM767.02G067500	42.42012434871526
MgIM767.12G093700	42.40980096178362
MgIM767.11G060200	42.40732003597855
MgIM767.03G015700	42.40155815068768
MgIM767.05G124500	42.39380544407999
MgIM767.08G102400	42.385328033984194
MgIM767.08G029500	42.36526563005996
MgIM767.14G227500	42.34595129929125
MgIM767.05G058100	42.33377419709436
MgIM767.01G064600	42.32745806736805
MgIM767.12G171100	42.30973922727426
MgIM767.07G067500	42.289952799901336
MgIM767.02G039200	42.28894349383526
MgIM767.11G071500	42.2284579848644
MgIM767.10G005900	42.19034082786575
MgIM767.02G166700	42.18165780996893
MgIM767.11G050000	42.15968383464092
MgIM767.10G008500	42.14675099025412
MgIM767.10G036400	42.12702324875831
MgIM767.10G023000	42.11798295319001
MgIM767.08G237900	42.11585442060609
MgIM767.09G115900	42.11504488322348
MgIM767.05G060900	42.091803478505405
MgIM767.14G249900	42.09155925957417
MgIM767.04G049100	42.09002720603629
MgIM767.13G069100	42.08901790346459
MgIM767.13G088700	42.08745729206308
MgIM767.14G107200	42.06396824496853
MgIM767.05G048300	42.06368719833859
MgIM767.05G018800	42.04286468092518
MgIM767.14G214400	41.96730219440126
MgIM767.08G153200	41.96727413846001
MgIM767.11G109300	41.92408092704497
MgIM767.04G108800	41.84194602745288
MgIM767.02G024100	41.83902923770594
MgIM767.05G083100	41.83289431672177
MgIM767.08G189800	41.79395095823974
MgIM767.04G022600	41.77144505996745
MgIM767.08G221100	41.73486771481701
MgIM767.07G028700	41.73135096460737
MgIM767.13G106800	41.68570992663801
MgIM767.11G043000	41.68426874840426
MgIM767.14G243700	41.664841729017326
MgIM767.12G011400	41.65750029160248
MgIM767.06G159800	41.65400554095587
MgIM767.10G094100	41.64425253867659
MgIM767.03G103200	41.63596145475195
MgIM767.14G238500	41.61364956209359
MgIM767.06G155400	41.60810511758643
MgIM767.06G174900	41.59832386349308
MgIM767.12G031600	41.57414191625286
MgIM767.14G262800	41.55750986815011
MgIM767.12G129200	41.54958518151386
MgIM767.03G033900	41.54867961518436
MgIM767.10G065300	41.53157285686854
MgIM767.06G060600	41.515292747415
MgIM767.12G175500	41.50226629107762
MgIM767.12G105300	41.47150563610733
MgIM767.12G073000	41.42393833003919
MgIM767.04G155800	41.37505508180499
MgIM767.06G111900	41.37366944907524
MgIM767.01G066300	41.36319910919293
MgIM767.14G268400	41.35642488637287
MgIM767.06G144300	41.35231492466504
MgIM767.03G112500	41.351693112675
MgIM767.14G168800	41.33891457723124
MgIM767.04G097200	41.30442881160758
MgIM767.08G141600	41.28099823434112
MgIM767.14G002300	41.2790823018644
MgIM767.06G196900	41.27393536275507
MgIM767.01G052900	41.269009980458605
MgIM767.11G010000	41.25663829171334
MgIM767.04G191600	41.24386314027232
MgIM767.06G025600	41.23186459941847
MgIM767.13G096800	41.21697004661724
MgIM767.13G103400	41.212757544627095
MgIM767.05G112000	41.20148876523728
MgIM767.04G095900	41.15664590572789
MgIM767.08G062500	41.14351058845026
MgIM767.01G018300	41.1327278085793
MgIM767.06G122400	41.12075325539621
MgIM767.05G063000	41.09789456468022
MgIM767.11G052100	41.02519437347674
MgIM767.13G129500	41.008378079727976
MgIM767.04G036000	41.00536558914663
MgIM767.11G076300	41.00162274784215
MgIM767.02G001300	40.971758885994326
MgIM767.03G045200	40.89231208048774
MgIM767.06G063800	40.876829854502105
MgIM767.06G094800	40.85492185789425
MgIM767.14G096700	40.82830340845104
MgIM767.14G003600	40.81516988703687
MgIM767.14G091400	40.81306652273535
MgIM767.02G085000	40.7730904242168
MgIM767.10G051600	40.72496418345107
MgIM767.04G125100	40.72313072129128
MgIM767.08G023700	40.68646980884112
MgIM767.01G114700	40.67529248155466
MgIM767.08G214800	40.65988081410108
MgIM767.01G070900	40.64443242057643
MgIM767.11G103300	40.63719729912246
MgIM767.12G022800	40.6205628783715
MgIM767.14G210600	40.6071893032346
MgIM767.02G003800	40.586356203368496
MgIM767.04G125500	40.58494102004959
MgIM767.08G152700	40.58290657340169
MgIM767.09G085600	40.57557606667319
MgIM767.10G068000	40.57267456849871
MgIM767.03G057200	40.57203469137559
MgIM767.08G117200	40.565786434050565
MgIM767.14G069300	40.54658647534674
MgIM767.06G056000	40.51685670465703
MgIM767.13G087600	40.49949592560713
MgIM767.10G039300	40.46080600903132
MgIM767.09G097100	40.45971395323113
MgIM767.02G159800	40.41418099319705
MgIM767.04G171100	40.38655954985336
MgIM767.06G191300	40.32530140198153
MgIM767.04G035500	40.29832563396303
MgIM767.14G202100	40.28429076456104
MgIM767.14G191800	40.27140608662801
MgIM767.06G096500	40.2516465386273
MgIM767.08G060700	40.240820448595095
MgIM767.10G054500	40.23646714086186
MgIM767.08G042900	40.19266286023565
MgIM767.06G095400	40.12040154530594
MgIM767.02G174700	40.11821654546849
MgIM767.06G082700	40.11141054606345
MgIM767.10G157400	40.10738249700577
MgIM767.06G006400	40.10454886618752
MgIM767.08G003400	40.102963162093246
MgIM767.02G124200	40.0497360993701
MgIM767.11G043700	40.0432568424145
MgIM767.12G135600	40.03996320527568
MgIM767.01G043100	40.018856903750326
MgIM767.06G025700	40.01847064665989
MgIM767.10G046700	40.00990260884281
MgIM767.02G018700	40.00976930380272
MgIM767.02G052400	39.9948047054576
MgIM767.08G059400	39.979629626429386
MgIM767.06G181500	39.9741782499206
MgIM767.12G150500	39.92936025467717
MgIM767.13G186700	39.92722848736084
MgIM767.02G030100	39.92135881337163
MgIM767.08G221200	39.89942992400233
MgIM767.14G299100	39.885336431750765
MgIM767.06G182200	39.884718328411786
MgIM767.13G169800	39.87523584782782
MgIM767.06G004100	39.85301389549391
MgIM767.08G148100	39.84065336899002
MgIM767.10G032800	39.83166948657698
MgIM767.13G129400	39.8183645914393
MgIM767.11G025700	39.79860163365453
MgIM767.04G002700	39.78653263631931
MgIM767.14G033200	39.76470309180069
MgIM767.10G116700	39.75810924003762
MgIM767.06G038900	39.75110117915023
MgIM767.09G104200	39.74846994689175
MgIM767.01G048500	39.7459947606441
MgIM767.06G092100	39.74361495092864
MgIM767.02G125000	39.7233014088232
MgIM767.11G064600	39.72267263741793
MgIM767.02G108100	39.71549385544884
MgIM767.05G066400	39.68296254865087
MgIM767.04G216100	39.65145119696254
MgIM767.11G131900	39.63554962913223
MgIM767.10G133300	39.629844987665486
MgIM767.14G247000	39.61544978785198
MgIM767.09G099400	39.60413889294043
MgIM767.13G066700	39.591847335634206
MgIM767.09G059600	39.57639895082426
MgIM767.04G225800	39.565846204204526
MgIM767.14G293700	39.5631897279987
MgIM767.03G044700	39.55605016455806
MgIM767.02G144200	39.54791772530073
MgIM767.05G011500	39.54622556550699
MgIM767.08G140100	39.52980487284898
MgIM767.06G008900	39.5240992315386
MgIM767.08G230100	39.51902426673312
MgIM767.14G291400	39.51381026032105
MgIM767.08G060600	39.4978224182498
MgIM767.10G058500	39.47833870534727
MgIM767.01G016700	39.44599392393366
MgIM767.02G154900	39.44437799142422
MgIM767.14G088000	39.43349068601713
MgIM767.04G087700	39.43332214193133
MgIM767.11G072500	39.42782242367776
MgIM767.06G084300	39.416672189214594
MgIM767.09G102200	39.415873913433074
MgIM767.04G225500	39.41225971258479
MgIM767.14G082200	39.38764529317635
MgIM767.10G100600	39.387089125138566
MgIM767.14G145000	39.37606332764134
MgIM767.13G057700	39.357487593321885
MgIM767.13G168300	39.354772267073045
MgIM767.09G074500	39.33879318047345
MgIM767.04G228400	39.31598335171054
MgIM767.04G023600	39.26682201251495
MgIM767.10G003000	39.26029751010686
MgIM767.12G129300	39.25655553486472
MgIM767.13G105300	39.24544624672746
MgIM767.03G058900	39.23828545506437
MgIM767.02G160600	39.21535215146643
MgIM767.14G194500	39.20225500586746
MgIM767.14G312900	39.19521602662992
MgIM767.04G103900	39.14995146495118
MgIM767.10G122000	39.13181025267881
MgIM767.06G001300	39.13035268872703
MgIM767.05G042100	39.12419109002376
MgIM767.14G282500	39.113173011193936
MgIM767.14G131000	39.10429593664696
MgIM767.10G081500	39.10229909430833
MgIM767.10G135700	39.09734791417407
MgIM767.01G046700	39.082161893144814
MgIM767.11G081100	39.03748846532009
MgIM767.12G118500	39.02483483209966
MgIM767.04G089600	39.024456743361135
MgIM767.12G178300	39.015930620863976
MgIM767.02G052600	38.99941338277195
MgIM767.10G109400	38.958181561993165
MgIM767.12G097900	38.947743086754656
MgIM767.14G168100	38.91918296592216
MgIM767.09G089200	38.89636153860897
MgIM767.11G039900	38.89399409161218
MgIM767.08G135700	38.87182348515397
MgIM767.08G003600	38.84179839625883
MgIM767.10G165600	38.777642028203765
MgIM767.04G107700	38.77516834527376
MgIM767.04G125900	38.76289201296489
MgIM767.08G167700	38.7541587699999
MgIM767.04G115900	38.74674173019229
MgIM767.13G189400	38.73719350129361
MgIM767.09G121200	38.73688856858902
MgIM767.12G118700	38.729333713125065
MgIM767.10G080300	38.71828818398611
MgIM767.01G110800	38.70833221285793
MgIM767.13G178300	38.69083121553138
MgIM767.14G324200	38.67448323307184
MgIM767.14G185200	38.674204210413095
MgIM767.11G088600	38.67031910637253
MgIM767.02G119600	38.666446907781534
MgIM767.11G058600	38.64104295415587
MgIM767.07G040300	38.63785013964033
MgIM767.02G118900	38.635455398085256
MgIM767.06G162400	38.612815417910845
MgIM767.08G124400	38.605017817689536
MgIM767.10G075700	38.56817415720638
MgIM767.02G138900	38.54508031951476
MgIM767.03G059300	38.534143974487606
MgIM767.03G113700	38.50344804427072
MgIM767.06G001600	38.49692943039189
MgIM767.06G081600	38.49041234811894
MgIM767.05G067400	38.4812823168481
MgIM767.08G057700	38.4689332126286
MgIM767.01G089700	38.46048488647888
MgIM767.06G107200	38.444904261122986
MgIM767.12G138500	38.43266269988332
MgIM767.06G086100	38.40362991351418
MgIM767.10G085200	38.403143823946905
MgIM767.05G041000	38.397735791424125
MgIM767.04G003400	38.37989394436834
MgIM767.01G045400	38.35394766167205
MgIM767.11G034200	38.312517912751545
MgIM767.06G068200	38.30786409878313
MgIM767.03G122900	38.29116202385575
MgIM767.12G048300	38.28552455911579
MgIM767.08G204300	38.25836144074957
MgIM767.14G261100	38.25769685118154
MgIM767.13G161500	38.25720353306191
MgIM767.12G125400	38.231853274279445
MgIM767.04G095500	38.21028286854095
MgIM767.10G163000	38.197922298031656
MgIM767.04G201800	38.19025667572944
MgIM767.14G156600	38.18840506264844
MgIM767.09G084000	38.15247489024697
MgIM767.13G021600	38.14354273030112
MgIM767.09G069700	38.13447528775208
MgIM767.06G183400	38.11232909100492
MgIM767.12G051700	38.11080624426719
MgIM767.03G098100	38.10236778100728
MgIM767.14G248100	38.07490814298614
MgIM767.04G000100	38.073221278852095
MgIM767.07G053100	38.0286251907333
MgIM767.12G075600	38.02267513428057
MgIM767.08G203300	38.01275881010664
MgIM767.04G187600	37.94364527766927
MgIM767.11G002100	37.932472519101225
MgIM767.13G063100	37.9262073274018
MgIM767.08G037100	37.86137459478108
MgIM767.05G076200	37.85155828895196
MgIM767.12G180100	37.84639323345616
MgIM767.14G018100	37.82409024680211
MgIM767.01G074600	37.80864903111871
MgIM767.13G067800	37.8057684721133
MgIM767.12G034900	37.79634008333052
MgIM767.07G052900	37.78332564261547
MgIM767.11G113200	37.768866991313374
MgIM767.02G179400	37.753790655743536
MgIM767.01G020100	37.72153293381216
MgIM767.12G019100	37.71597366805999
MgIM767.14G180100	37.70001269962859
MgIM767.02G073100	37.69823694460776
MgIM767.04G184800	37.67930125775056
MgIM767.06G037600	37.67922285523506
MgIM767.07G036000	37.67342976191503
MgIM767.06G182500	37.67259993956877
MgIM767.05G113800	37.64066237026375
MgIM767.07G037000	37.6294467537856
MgIM767.13G083100	37.615161587820346
MgIM767.01G072500	37.60340982605326
MgIM767.04G179500	37.59448498080606
MgIM767.04G047200	37.59178310008373
MgIM767.04G225100	37.57693003269613
MgIM767.02G159000	37.53616708109424
MgIM767.03G063400	37.4755931078836
MgIM767.14G076900	37.468175481976736
MgIM767.05G041600	37.46148022329943
MgIM767.01G090700	37.45324508965655
MgIM767.08G020700	37.44648144181173
MgIM767.13G131800	37.43146464596117
MgIM767.08G168900	37.358947947416766
MgIM767.12G004400	37.35881409350875
MgIM767.08G232600	37.347724069726446
MgIM767.05G053400	37.33742014062694
MgIM767.10G015000	37.33353371684292
MgIM767.05G046700	37.32353274401391
MgIM767.04G217400	37.32035186908952
MgIM767.01G000900	37.316190915253294
MgIM767.04G201700	37.31384492779833
MgIM767.14G216100	37.289723706078966
MgIM767.02G048000	37.23778704560534
MgIM767.04G122300	37.20690871811976
MgIM767.10G108300	37.186642028261936
MgIM767.04G026100	37.18244914257073
MgIM767.04G121600	37.17693339480427
MgIM767.11G103200	37.152375695335856
MgIM767.06G043800	37.13876142001768
MgIM767.10G112100	37.12046444419256
MgIM767.14G298400	37.111030553768735
MgIM767.01G019900	37.08670923514439
MgIM767.10G145000	37.07809372159286
MgIM767.05G069800	37.06926724824817
MgIM767.14G199500	37.066739173613
MgIM767.08G183300	37.0538231195202
MgIM767.14G309900	37.0234524355492
MgIM767.14G173200	37.02025257706169
MgIM767.14G265200	37.01302551842373
MgIM767.12G004900	36.9862242995459
MgIM767.09G018500	36.98369129276972
MgIM767.14G267400	36.98321932380587
MgIM767.14G298500	36.97720293614347
MgIM767.04G163700	36.96807259778144
MgIM767.04G104500	36.96206642325842
MgIM767.14G190200	36.87920704703584
MgIM767.03G125000	36.86448512395036
MgIM767.14G305400	36.86337830231335
MgIM767.05G027300	36.86119537628481
MgIM767.13G013300	36.86042150303535
MgIM767.12G031000	36.848151467896166
MgIM767.08G115600	36.829265080859926
MgIM767.06G087000	36.82456624856659
MgIM767.04G099000	36.8158949101993
MgIM767.11G131200	36.80384656637882
MgIM767.04G215100	36.78932811082362
MgIM767.14G074300	36.78697785012863
MgIM767.01G042700	36.78010124790755
MgIM767.03G054600	36.77845797347511
MgIM767.01G064100	36.77514697385491
MgIM767.06G104800	36.77398942035072
MgIM767.06G078000	36.77085416260034
MgIM767.05G132800	36.76361491348545
MgIM767.11G001300	36.753546384293045
MgIM767.10G116300	36.74326755118626
MgIM767.08G030400	36.74298578855814
MgIM767.07G009100	36.72071600743833
MgIM767.05G036100	36.704047108397134
MgIM767.02G061500	36.69320004802599
MgIM767.10G141200	36.6893435630289
MgIM767.02G065400	36.68476163625159
MgIM767.10G037000	36.67385472282763
MgIM767.06G114700	36.6415806231237
MgIM767.07G091200	36.640237888448105
MgIM767.08G208500	36.632566906100855
MgIM767.12G051200	36.63018767823928
MgIM767.08G100100	36.57495467810816
MgIM767.09G091500	36.56753745494344
MgIM767.13G085000	36.566267986433495
MgIM767.12G061300	36.54973910267032
MgIM767.11G000800	36.54897287082143
MgIM767.13G073500	36.50956883257825
MgIM767.01G002400	36.507799665304645
MgIM767.04G027000	36.50193193286578
MgIM767.14G090200	36.46612312152728
MgIM767.05G060300	36.4502845135304
MgIM767.05G124100	36.44782550774949
MgIM767.14G239600	36.40784858872491
MgIM767.14G062800	36.40774916476413
MgIM767.06G058900	36.40440796860357
MgIM767.08G016800	36.39561548658001
MgIM767.01G110200	36.3916079055987
MgIM767.04G110500	36.3834945826535
MgIM767.02G054300	36.37562444381516
MgIM767.01G053900	36.372253724821874
MgIM767.02G146600	36.356015127496896
MgIM767.05G080500	36.35364081144034
MgIM767.02G133500	36.34481619576533
MgIM767.06G088900	36.32199383370666
MgIM767.14G081200	36.32088561780604
MgIM767.04G109500	36.31494039790045
MgIM767.10G177100	36.309940204730296
MgIM767.13G097700	36.30641542819743
MgIM767.05G118300	36.28421084696354
MgIM767.13G121100	36.28194825338586
MgIM767.11G122000	36.27773114901412
MgIM767.04G019900	36.27047219978981
MgIM767.12G168900	36.26879937595127
MgIM767.09G080200	36.26831378509944
MgIM767.08G010100	36.265319652721125
MgIM767.14G221500	36.265279438886616
MgIM767.03G006800	36.26441910992305
MgIM767.12G114200	36.26186713989656
MgIM767.01G095300	36.23848449070815
MgIM767.06G093200	36.2344182142654
MgIM767.14G112200	36.2326658001984
MgIM767.11G132400	36.226982463298704
MgIM767.10G157600	36.22144402744473
MgIM767.02G107000	36.21225187834326
MgIM767.14G091000	36.207791877371655
MgIM767.08G109500	36.19281769007775
MgIM767.13G102200	36.18869597411189
MgIM767.13G137300	36.188413447198535
MgIM767.06G020700	36.165791807123526
MgIM767.06G013900	36.12489040123263
MgIM767.07G009300	36.12363629355003
MgIM767.14G088700	36.10836953619403
MgIM767.14G309600	36.103648103612485
MgIM767.06G030100	36.07159139837145
MgIM767.09G086500	36.04163564482839
MgIM767.08G138000	36.03899812228406
MgIM767.02G008600	36.0292559038429
MgIM767.10G177700	36.00718464503352
MgIM767.09G115700	35.97896240684313
MgIM767.07G079300	35.97757610858392
MgIM767.12G176500	35.96392376678146
MgIM767.06G006900	35.96371617276663
MgIM767.09G062900	35.95812859699855
MgIM767.13G122200	35.93455510542235
MgIM767.02G065600	35.92671646864634
MgIM767.07G059200	35.91019440920226
MgIM767.10G020300	35.90507926726581
MgIM767.06G063400	35.899542103726255
MgIM767.14G151400	35.88361256190325
MgIM767.03G064900	35.878439246884604
MgIM767.10G114300	35.87271888511786
MgIM767.11G063900	35.84959741375501
MgIM767.14G280500	35.83514831299429
MgIM767.13G191100	35.816911265033234
MgIM767.07G073800	35.77820243308452
MgIM767.03G065400	35.77375187517002
MgIM767.14G123700	35.753474795456526
MgIM767.08G142900	35.74765262535948
MgIM767.14G300800	35.74323459674721
MgIM767.07G013200	35.72145686764634
MgIM767.14G079500	35.68000029378457
MgIM767.13G124900	35.667007601372426
MgIM767.08G062700	35.659945330200195
MgIM767.10G140800	35.64580336848122
MgIM767.14G287500	35.6432482718086
MgIM767.14G024900	35.64132250760964
MgIM767.10G112200	35.620794204362475
MgIM767.09G113300	35.610212393671475
MgIM767.03G098200	35.59042436382658
MgIM767.02G151000	35.588532964695474
MgIM767.14G158500	35.57731523075977
MgIM767.12G167900	35.571957058961665
MgIM767.14G000900	35.56787628594784
MgIM767.14G102000	35.56370387998827
MgIM767.14G049300	35.55482182988256
MgIM767.13G081700	35.54815955205349
MgIM767.08G050000	35.53086604640285
MgIM767.14G103700	35.52848074500093
MgIM767.05G141800	35.522365192443736
MgIM767.14G231800	35.52193586558089
MgIM767.11G010900	35.52152747242047
MgIM767.04G182200	35.51591787142555
MgIM767.10G165100	35.51189511499482
MgIM767.04G014500	35.51081732600456
MgIM767.08G185800	35.5085978418377
MgIM767.02G176500	35.50262868679189
MgIM767.08G004200	35.49603574009675
MgIM767.14G295000	35.48586953880619
MgIM767.13G134100	35.484971582963446
MgIM767.13G098000	35.46632399746955
MgIM767.06G128700	35.42349819481903
MgIM767.03G039000	35.42341589422983
MgIM767.01G060400	35.4026848033883
MgIM767.11G057000	35.39679254192915
MgIM767.12G119500	35.39022178592317
MgIM767.07G056100	35.37068048608484
MgIM767.14G298900	35.36829157446198
MgIM767.06G184300	35.35464686921016
MgIM767.13G176500	35.34876403087512
MgIM767.13G136600	35.34266431526861
MgIM767.03G039600	35.32369614198385
MgIM767.10G156100	35.32315706866601
MgIM767.13G183900	35.31324420675816
MgIM767.06G059500	35.29675316587147
MgIM767.07G035800	35.29618173496379
MgIM767.13G189500	35.289184934343446
MgIM767.08G011500	35.26275954911554
MgIM767.01G003500	35.250882177026185
MgIM767.06G171800	35.23213365988408
MgIM767.09G112400	35.20607783203486
MgIM767.14G242000	35.19181726397335
MgIM767.09G000700	35.17973223735214
MgIM767.04G116900	35.17733910701028
MgIM767.06G123700	35.17017867576321
MgIM767.04G011700	35.16400802153598
MgIM767.14G170100	35.14173452084331
MgIM767.01G041600	35.13580820990858
MgIM767.04G008700	35.135790598993125
MgIM767.02G137600	35.13374395728817
MgIM767.10G042200	35.128131837618795
MgIM767.11G116300	35.12314403286163
MgIM767.12G084100	35.114690216211464
MgIM767.02G018900	35.09892790795662
MgIM767.14G144900	35.097741814150226
MgIM767.06G201200	35.090901219799065
MgIM767.09G123700	35.03189653051833
MgIM767.06G127200	35.02080172750668
MgIM767.14G056100	35.01858872199066
MgIM767.12G025100	35.01351006889201
MgIM767.08G047200	34.99320293692328
MgIM767.02G116200	34.961852338265174
MgIM767.04G147600	34.9547461521203
MgIM767.14G298200	34.93253935066775
MgIM767.12G175600	34.92903279117698
MgIM767.09G004500	34.92239777058419
MgIM767.03G051600	34.9110953465324
MgIM767.10G048000	34.90187514234332
MgIM767.14G301900	34.900421975761674
MgIM767.12G033400	34.898254370956124
MgIM767.07G108600	34.897776798575414
MgIM767.03G039700	34.89538575059329
MgIM767.10G125300	34.87898085290649
MgIM767.07G062700	34.8756724843434
MgIM767.05G123700	34.868709247133204
MgIM767.02G006700	34.795654957984894
MgIM767.12G164800	34.784460382570096
MgIM767.14G087300	34.742651665929706
MgIM767.14G010900	34.7344438852659
MgIM767.05G022100	34.72212344857313
MgIM767.10G072500	34.7123042386366
MgIM767.01G045300	34.70783975294776
MgIM767.09G117300	34.70694059302661
MgIM767.07G005500	34.70111278422349
MgIM767.13G014500	34.695739692134225
MgIM767.14G057600	34.68458552312168
MgIM767.05G006200	34.671064471938855
MgIM767.14G312700	34.63877465371517
MgIM767.08G120200	34.636615191552444
MgIM767.14G040000	34.61041886953746
MgIM767.10G041900	34.600472227358445
MgIM767.04G130800	34.59969368450383
MgIM767.11G084700	34.55730303730864
MgIM767.10G071600	34.520316987621065
MgIM767.04G214200	34.51159959021238
MgIM767.12G034300	34.508730336048
MgIM767.08G210900	34.471744360654085
MgIM767.14G070500	34.45032626992643
MgIM767.14G124900	34.43309808062124
MgIM767.03G093000	34.42850221375802
